ID;Kitab;Sanad;Matan
1514;Musnad Syafi'i 1514;Orang yang dipercaya mengabarkan kepada kami dari Muhammad bin Ishaq, dari Ibnu Syihab, dari Sa'id bin Musayyab, dari Jubair bin Muth'im, dari Nabi  tentang hadis yang semakna. 744 Asy-Syafi'i  berkata,;"Lalu aku menceritakan hadis itu kepada Mutharrif bin Mazin bahwa Yunus dan Ibnu Ishaq meriwayatkan hadis Ibnu Syihab ini dan Ibnu Al Musayyab. Ia mengatakan: Ma'mar menceritakan kepada kami seperti apa yang aku gambarkan, barangkali Ibnu Syihab meriwayatkannya dari keduanya secara berbarengan."""
1515;Musnad Syafi'i 1515;Pamanku —Muhammad bin Ali bin Syafi'— mengabarkan kepadaku dari Ali bin Husain, dari Rasulullah  tentang hadis yang semisal, tetapi ditambahkan seperti berikut: Semoga Allah melaknat orang yang memisahkan antara Bani Hasyim dan Bani Al Muththalib. 745;
1516;Musnad Syafi'i 1516;Orang yang dipercaya mengabarkan kepada kami dari Ibnu Syihab, dari Ibnu Al Musayyab, dari Jubair bin Muth'im, ia mengatakan: Ketika Rasulullah  membagikan bagian ghanimah kaum kerabat, yaitu antara Bani Hasyim dan Bani Al Muththalib, beliau tidak memberikan bagian kepada seorang pun dari kalangan Bani Abdusy-Syams dan Bani Naufal sedikitpun. 746;
1517;Musnad Syafi'i 1517;"Ibrahim bin Muhammad menceritakan kepada kami dari Mathar Al Warraq dan seorang lelaki yang tidak disebut namanya; keduanya menceritakan atsar berikut dan Al Hakam bin Utaibah, dari Abdurrahman bin Abu Laila, ia mengatakan: Aku bertemu dengan Ali  di saat membuat minyak, lalu aku berkata kepadanya,";"Demi ayah dan ibuku yang menjadi tebusanmu, apakah yang telah dilakukan oleh Abu Bakar dan Umar  mengenai hak kalian, ahli bait, dalam harta khumusl"" Ali  menjawab, ""Adapun Abu Bakar, di masanya tidak ada harta khumus, apa yang ada telah dia tunaikan. Sedangkan Umar, dia masih tetap memberi kami hingga datang kepadanya harta sus dan ahwaz, atau dia katakan harta ahwaz atau harta Persia."" Aku (Imam Asy-Syafi'i) ragu. Di dalam hadis Mathar atau hadis lain disebutkan: Umar berkata, ""Kaum muslim banyak kebutuhan. Jika kalian suka, maka aku akan meninggalkan hak kalian, lalu akan kami jadikan untuk menutupi kebutuhan kaum muslim hingga datang kepada kita harta lainnya, lalu akan aku lunasi semua hak kalian darinya."" Al Abbas menjawab, ""Janganlah kamu biarkan dia menguasai hak kita."" Maka aku (Ali ) katakan kepadanya, ""Wahai Abui Fadhl! Bukankah kita adalah orang yang paling berhak memperkenankan Amirul Mukminin dan menutupi kebutuhan kaum muslim?"" Tetapi Umar  meninggal dunia sebelum harta tersebut sampai kepadanya, hingga ia tidak sempat memutuskannya terhadap kami. 747 Al Hakam di dalam hadis Mathar dan lainnya mengatakan bahwa Umar  berkata, ""Kalian mempunyai hak, tetapi aku tidak tahu jika ternyata harta itu banyak, apakah itu untuk kalian semua. Jika kalian suka, maka aku beri kalian sebagian darinya menurut apa yang kupandang sesuai buat kalian."" Tetapi kami (Ali RA dan ahli bait lainnya) menolaknya, dan kami menginginkan semuanya; tetapi Umar menolak, tidak mau memberikan seluruhnya untuk kami."
1518;Musnad Syafi'i 1518;Sufyan mengabarkan kepada kami dari Amr bin Dinar, dari Az-Zuhri, dari Malik bin Aus bahwa Umar bin Al Khaththab, ia pernah berkata, 'Tidak ada seorang pun melainkan dia mempunyai hak dalam harta ini yang akan kuberikan kepadanya atau kucegah darinya kecuali hamba sahaya yang kalian miliki.;748
1519;Musnad Syafi'i 1519;Ibrahim bin Muhammad mengabarkan kepada kami dari Muhammad bin Munkadir, dari Malik bin Aus, dari Umar  tentang atsar yang serupa, di berkata,;"Jika aku masih hidup, niscaya hak seorang penggembala akan datang sendiri kepadanya berupa daging dan buah kurma (bagian)nya. ""749"
1520;Musnad Syafi'i 1520;"Ibnu Uyainah mengabarkan kepada kami dari Ubaidillah bin Umar, dari Nafi' maula Ibnu Umar, ia mengatakan: Aku menawarkan diriku kepada Nabi  (untuk ikut beijihad) dalam perang Uhud. Ketika itu aku berusia 14 tahun, tetapi beliau menolakku. Kemudian aku menawarkan diriku kepada beliau pada perang Khandag; ketika itu aku berusia 15 tahun, maka barulah beliau membolehkan diriku (ikut perang).";"750 Nafi' berkata, “Aku menceritakan hadis ini kepada Umar bin Abdul Aziz, lalu ia mengatakan: Ini adalah perbedaan antara peperangan dan kekeluargaan, dan ia mengintruksikan untuk mewajibkan kepada anak yang berumur lima belas tahun dalam hal peperangan, dan yang belum sampai umur tersebut, maka ia harus bersama keluarganya."""
1521;Musnad Syafi'i 1521;Sufyan bin Uyainah mengabarkan kepada kami dari Amr bin Dinar, dari Abu Ja'far Muhammad bin Ali bahwa Umar bin Al Khaththab mendata orang-orang yang berhak mendapat 'atha, ia berkata,;"Bagaimana pendapat kalian, kepada siapa harus aku mulai?"" Maka dikatakan kepadanya, ""Mulailah dengan yang paling dekat denganmu."" Umar menjawab, ""Tidak, bahkan aku akan memulai dengan orang yang paling dekat dengan Rasulullah .""751"
1522;Musnad Syafi'i 1522;"Muslim mengabarkan kepada kami dari Abdul Majid, dari Ibnu Juraij; Abu Az-Zubair mengabarkan kepadaku bahwa ia pernah mendengar Jabir bin Abdullah mengatakan: Sesungguhnya Abu Madzkur adalah seorang lelaki dari Bani Udzrah. Ia memiliki seorang budak qibthi, lalu ia memerdekakannya dengan akad tadbir darinya. Nabi  mendengar hal tersebut, tetapi Abu Madzkur menjual budaknya. Maka Nabi  bersabda,";"Apabila seseorang di antara kalian miskin, hendaklah ia memulai untuk dirinya sendiri; dan jika ia mempunyai kelebihan, hendaklah ia memulai untuk dirinya sendiri beserta orang-orang yang ditanggungnya. Kemudian jika ia menemukan kelebihan lagi sesudah itu, hendaklah ia bersedekah kepada orang lain."" Muslim bin Khalid dalam hadis ini menambahkan, ""Menyedekahkan sesuatu.""752"
1523;Musnad Syafi'i 1523;Yahya bin Hasan mengabarkan kepada kami dari Hammad bin Zaid, dari Amr bin Dinar, dari Jabir  : Bahwa seorang lelaki memerdekakan seorang budak miliknya melalui akad tadbir, sedangkan dia tidak memiliki harta selain budak tersebut. Maka Rasulullah  bersabda,;"Siapakah yang akan membelinya?"" Maka, budak itu dibeli oleh Nu'aim bin Abdullah dengan harga 800 dirham, lalu Nabi memberikannya kepada lelaki tersebut. 753"
1524;Musnad Syafi'i 1524;Yahya bin Hasan mengabarkan kepada kami dari Hammad bin Salamah, dari Amr bin Dinar, dari Jabir bin Abdullah , dari Nabi  tentang hadis yang serupa. 754;
1525;Musnad Syafi'i 1525;Yahya bin Hasan mengabarkan kepada kami dari Al-Laits dan Hammad bin Salamah, dari Abu Az-Zubair, dan Jabir , ia mengatakan: Seorang lelaki dari kalangan Bani Udzrah memerdekakan seorang budak dengan akad tadbir. Hal tersebut sampai kepada Nabi , maka beliau bersabda,;"Apakah kamu memiliki harta selainnya?"" Ia menjawab, ""Tidak."" Rasulullah  bersabda, ""Siapakah yang akan membelinya dariku? "" Maka, budak itu dibeli oleh Nu'aim bin Abdullah Al Adawi dengan harga 800 dirham. Kemudian Nabi  datang dengan membawanya dan menyerahkan uang itu kepada lelaki tersebut, lalu beliau bersabda, ""Mulailah dengan dirimu sendiri, bersedekahlah untuknya. Jika ada suatu kelebihan dari dirimu, maka itu untuk keluargamu. Jika masih ada suatu kelebihan, maka untuk kerabatmu. Jika masih ada suatu kelebihan dari kaum kerabatmu, maka untuk ini dan untuk itu."" Beliau bermaksud ke sebelah kanan dan ke sebelah kirinya. 755"
1526;Musnad Syafi'i 1526;"Ibnu Uyainah menceritakan kepada kami dari Amr bin Dinar dan Abu Az-Zubair; keduanya pernah mendengar Jabir bin Abdu;ah mengatakan : Seorang lelaki dari kalangan kami melakukan akad tadbir terhadap seorang budak miliknya, sedangkan dia tidak mempunyai harta selain dari budak itu. Maka Nabi  bersabda “Siapakah yang mau membeli dariku ?";"Maka budak itu dibeli oleh Nu'aim an Nahham. Amr bin Dinar mengatakan : Aku mendengar Jabir berkata “Budak itu dari qigthi. Dia meninggal dunia pada permulaan tahun pemerintahan Ibnu Az-Zubair."" Abu Az-Zubair menambahkan “Budak itu dikenal dengan nama Yaqub."" Imam Asy-Syafi'i  berkata “Demikianlah yang aku dengar darinya sepanjang usiaku, kemudian aku menjumpai di dalam kitabku, 'Seorang lelaki dari kalangan kami melakukan akad tadbir terhadap seorang budak miliknya, lalu ia meninggal dunia'. Adakalanya ini merupakan kekeliruan dari kitabku atau kekeliruan dari Sufyan. Jika kekeliruan dari Sufyan, maka Ibnu Juraij lebih hafal hadis Abu Az- Zubair daripada Sufyan. Di samping Ibnu Juraij terdapat hadis Al-Laits dan lain-lainnya. Dan Abu Az-Zubair memberikan batasan dalam hadis ini dengan batasan yang jelas, di dalamnya dia menceritakan usia budak yang di-tadbir-kan. Hammad bin Zaid dan Hammad bin Salamah serta yang lainnya lebih hafal hadis Amr bin Dinar daripada Sufyan Adakalanya dia mengambil kesimpulan dalil terhadap hafalan hadis bagian dari kekeliruannya ternyata lebih sedikit daripada apa yang aku jumpai dalam hadis Ibnu Juraij dan Al-Laits -dari Abu Az-Zubair- dibandingkan hadis Hammad dari Amr. Selain Hammad meriwayatkannya dari Amr bin Dinar, sebagaimana yang diriwayatkan oleh Hammad bin Yazid. Dan telah menceritakan kepadaku bukan hanya seorang dari kalangan orang-orang yang pernah berjumpa dengan Sufyan bin Uyainah di masa lalu bahwa di dalam hadisnya dia tidak pernah memasukkan maata (meninggal dunia). Akan tetapi, sebagian dari mereka ada yang heran ketika aku ceritakan kepadanya bahwa aku menjumpai dalam kitabku kata-kata maata; ia mengatakan, 'Barangkali ini kekeliruan atau kealpaan darinya, aku menghafalnya dari dia'."" 756"
1527;Musnad Syafi'i 1527;Malik bin Anas mengabarkan kepada kami dari Yahya bin Said, dan Abu Bakar bin Muhammad bin Amr bin Hazm, dari Umar bin Abdul Aziz, dan Abu Bakar bin Abdurrahman bin Harits bin Hisyam, dari Abu Hurairah bahwa Rasulullah  telah bersabda,;"Barangsiapa yang mengalami kebangkrutan, lalu si pemilik barang menjumpai hartanya masih utuh ada padanya, maka dia lebih berhak terhadap harta itu."""
1528;Musnad Syafi'i 1528;Abdul Wahab bin Abdul Majid Ats-Tsaqafi mengabarkan kepada kami, ia pernah mendengar Yahya bin Sa'id mengatakan: Abu Bakar bin Muhammad bin Amr bin Hazm mengabarkan kepadaku, Umar bin Abdul Aziz pernah bercerita bahwa Abu Bakar bin Abdurrahman bin Harits bin Hisyam pernah menceritakan bahwa ia mendengar Abu Hurairah  mengatakan bahwa Rasulullah  telah bersabda,;"Barangsiapa yang menjumpai hartanya masih utuh berada pada seseorang yang mengalami kebangkrutan, maka dia lebih berhak terhadap barang itu daripada orang lain. ""758"
1529;Musnad Syafi'i 1529;Ibnu Abu Fudaik mengabarkan kepada kami dari Ibnu Abu Dzi'b, ia mengatakan: bahwa Abu Al Mu'tamir bin Amr bin Rafi' telah bercerita kepadanya dari Abu Khaldah Az-Zuraqi -mantan qadhi Madinah- yang mengatakan: Kami datang kepada Abu Hurairah mengadukan perihal seorang teman kami yang mengalami kebangkrutan, maka ia berkata,;"Ini sama kasusnya dengan apa yang pernah diputuskan oleh Rasulullah , yaitu: 'Barangsiapa yang meninggal dunia atau mengalami kebangkrutan, maka pemilik barang lebih berhak menyita barangnya jika ia menemukannya masih dalam keadaan utuh'.""759"
1530;Musnad Syafi'i 1530;Ibnu Abu Yahya mengabarkan kepada kami dari Ishaq bin Abu Farwah, dari Amr bin Al Hakam, dari Jabir bin Abdullah : Bahwa ada 2 orang lelaki saling mengakui seekor unta kendaraan, lalu masing-masing pihak mengemukakan buktinya bahwa unta itu adalah miliknya. Maka, Rasulullah memutuskan bahwa unta itu adalah milik orang yang sedang memegangnya. 760;
1531;Musnad Syafi'i 1531;Ibnu Abu Yahya mengabarkan kepada kami dari Amr bin Dinar, dari Ibnu Umar: Ia mensyaratkan bahwa orang yang menyewa lahannya tidak boleh meminjamkannya. Yang demikian itu dilakukan oleh Abdullah bin Umar sebelum ia meninggalkan sewa-menyewa lahan. 761;
1532;Musnad Syafi'i 1532;Ubnu Ulaiyah mengabarkan kepada kami dari Humaid dari Anas, bahwa ia meragukan dalam hal seorang anak, lalu ia mengundang al qafah762;
1533;Musnad Syafi'i 1533;Anas bin Iyadh mengabarkan kepada kami, dari Hisyam, dari bapaknya, dari Yahya bin Abdurrahman bin Hathib, bahwa dua orang lelaki saling mendakwa seorang anak, lalu keduanya dipanggilkan oleh Umar  seorang al qafah, lalu ia berkata, “Keduanya telah berserikat dai ah hal tersebut.;"Lalu Umar  berkata, “Tentukanlah perwaliannya pada salah satu di antara keduanya yang kamu kehendaki."" 763"
1534;Musnad Syafi'i 1534;Malik mengabarkan kepada kami dari Yahya bin Said, dari Sulaiman bin Yasar, dari Umar semisal dengan maknanya. 764;
1535;Musnad Syafi'i 1535;Mutharrif bin Mazin mengabarkan kepada kami dari Ma'mar dari Az-Zuhri dari Urwah bin Az-Zubair dari Umar bin Al Khaththab  semisal dengan maknanya. 765;
1536;Musnad Syafi'i 1536;Muslim dan Sa'id bin Salim mengabarkan kepada kami dari Ibnu Juraij, dari Atha' bahwa ia pernah mengatakan sehubungan dengan kesaksian wanita terhadap sesuatu menyangkut perkara wanita, yaitu bahwa hal tersebut tidak boleh kurang dari kesaksian 4 orang. 766;
1537;Musnad Syafi'i 1537;Ibnu Uyainah mengabarkan kepada kami berikut semua sanad-nya bahwa Rasulullah  pernah bersabda,;"Jangan sekali-kali orang-orang berpegang kepada sesuatu terhadap diriku, karena sesungguhnya tidaklah aku menghalalkan bagi mereka melainkan hanya apa yang dihalalkan oleh Allah, dan tidaklah aku mengharamkan terhadap mereka kecuali hanya apa yang diharamkan oleh Allah.""767"
1538;Musnad Syafi'i 1538;"Muslim dan Sa'id bin Salim mengabarkan kepada kami dari Ibnu Juraij, dari Atha' bahwa Thariq bin Al Murqi' banyak memerdekakan keluarga Yaman yang ditawan, lalu mereka berangkat; jumlahnya mencapai 10 ribu orang. Ketika hal tersebut diceritakan kepada Umar bin Al Khaththab , maka ia memerintahkan kepadaku agar membayar kepada Thariq atau ahli waris Thariq. Aku (perawi) merasa ragu dalam hadis ini.768";
1539;Musnad Syafi'i 1539;Sufyan bin Uyainah mengabarkan kepada kami dari Humaid bin Qais, dari Sulaiman bin Atiq, dari Jabir bin Abdullah : Rasulullah  telah melarang melakukan transaksi jual-beli sinin.769;
1540;Musnad Syafi'i 1540;Sufyan mengabarkan kepada kami dari Abu Zubair dan Jabir dan Nabi  dengan redaksi yang semisal dengannya. 770;
1541;Musnad Syafi'i 1541;Sufyan mencentakan kepada kami dari Amr bin Dinar, ia mendengar Jabir bin Abdullah mengatakan: Aku telah melarang Ibnu Az-Zubair menjual buah kurma secara taksiran. 771;
1542;Musnad Syafi'i 1542;Ibnu Uyainah mengabarkan kepada kami dari Ibnu Syihab, dari Amrah, dari Aisyah  bahwa Rasulullah  pernah bersabda,;"Hukuman potong tangan itu karena mencuri seperempat dinar hingga lebih dari itu.""772"
1543;Musnad Syafi'i 1543;Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar : Rasulullah  memotong tangan pencuri karena mencuri perisai yang harganya 3 dirham. 773;
1544;Musnad Syafi'i 1544;Malik mengabarkan kepada kami dari Abdullah bin Abu Bakar bin Hazm, dari ayahnya, dari Amrah binti Abdurrahman: Bahwa ada seorang pencuri mencuri buah lemon di zaman kekhalifahan Utsman, maka ia memerintahkan agar pencurinya ditangkap. Buah lemon itu ditaksir seharga 3 dirham dengan nilai tukar 1 dinar menjadi 12 dirham, lalu dipotong (tangannya). Imam Malik mengatakan bahwa buah utrujah (lemon) itu pada masanya dimakan oleh banyak orang. 774;
1545;Musnad Syafi'i 1545;Ibnu Uyainah mengabarkan kepada kami dari Humaid Ath-Thawil bahwa ia pernah mendengar Qatadah bertanya kepada Anas bin Malik, maka Anas menjawab,;"Aku pernah berkunjung kepada Abu Bakar , maka dia menjatuhkan hukuman potong tangan terhadap seorang pencuri karena mencuri sesuatu yang harganya tidak mau kubeli dengan 3 dirham."" 775"
1546;Musnad Syafi'i 1546;Telah mengabarkan kepada kami bukan hanya seorang dari Ja'far bin Muhammad, dari ayahnya, dari Ali , ia berkata,;"Hukuman potong tangan untuk mencuri seperempat dinar hingga lebih."" 776"
1547;Musnad Syafi'i 1547;"Malik mengabarkan kepada kami dari Yahya bin Sa'id, dari Muhammad bin Yahya bin Hibban, dari pamannya, Wasi' bin Hibban; Rafi' bin Khudaij menceritakan kepadanya bahwa dia telah mendengar Rasulullah  bersabda,";"Tidak ada potong tangan karena buah-buahan, tidak pula karena mengambil dari pohonnya.""777"
1548;Musnad Syafi'i 1548;Sufyan mengabarkan kepada kami dari Yahya bin Hibban, dari pamannya (Wasi' bin Hibban), dari Rafi' bin Khudaij, dari Nabi  tentang hadis yang semisalnya. 778;
1549;Musnad Syafi'i 1549;Malik mengabarkan kepada kami dan Ibnu Syihab, dan Shafwan bin Abdullah bahwa Shafwan bin Umayah mendapat ucapan,;"Barangsiapa yang tidak berhijrah, maka dia akan binasa."" Maka Shafwan tiba di Madinah (berhijrah), lalu ia tidur di dalam masjid dengan berbantalkan kain selendangnya. Datanglah seorang pencuri, lalu mengambil kain selendang dari bawah kepalanya, tetapi ia dapat menangkap si pencuri itu dan membawanya kepada Nabi . Maka, Rasulullah memerintahkan agar si pencuri dihukum, lalu dipotong tangannya. Shafwan berkata, ""Sesungguhnya aku tidak bermaksud demikian. Yang kumaksudkan, kain selendang itu kusedekahkan kepadanya."" Maka Nabi  bersabda, ""Mengapa kamu tidak melakukannya sebelum kamu membawanya kepadaku?"""
1550;Musnad Syafi'i 1550;Sufyan bin Uyainah mengabarkan kepada kami dari Amr, dari Thawus, dari Nabi  tentang hal yang semisal dengan hadis Malik .780;
1551;Musnad Syafi'i 1551;Malik mengabarkan kepada kami dari Ibnu Abu Al Husain, dari Amr bin Syu'aib, dari Nabi bahwa beliau pernah bersabda, 'Tidak ada potong tangan karena mencuri buah yang bergantung (pada pohonnya). Tetapi apabila telah ditaruh di tempat penjemurannya, maka padanya ada hukum potong tangan.;781
1552;Musnad Syafi'i 1552;Malik kepada kami dari Abdullah bin Abu Bakar, dari Amrah binti Abdurrahman, menceritakan: Aisyah berangkat menuju Makkah ditemani oleh 2 orang budak perempuannya dan seorang budak lelaki milik Abdullah bin Abu Bakar Ash-Shiddiq . Kemudian Aisyah menyuruh 2 orang budak perempuan itu mengirimkan baju burdah dari jenis kain murajil yang dibungkus dengan kain hijau yang dijahit. Aisyah melanjutkan kisahnya: Bahwa budak lelaki itu menerima bungkusan kiriman itu, tetapi ia membukanya dan mengeluarkan baju burdah dari dalamnya, kemudian mengganti isinya dengan sabut atau bulu, lalu menjahitnya kembali dengan rapi. Ketika kedua budak perempuan tersebut sampai di Madinah, mereka langsung menyerahkan bungkusan itu kepada tuannya. Ketika tuannya membuka bungkusan tersebut, ternyata ia menemukan sabut (bulu) sebagai isinya dan tidak menemukan baju burdah. Kemudian tuannya berbicara kepada kedua budak perempuan tersebut, lalu keduanya menyampaikan pembicaraan itu kepada Aisyah, istri Nabi . Maka Aisyah memotong tangan budak lelaki itu dan berkata,;"Hukuman potong tangan itu karena mencuri seperempat dinar hingga lebih."" 782"
1553;Musnad Syafi'i 1553;Malik mengabarkan kepada kami dari Abdurrahman bin Qasim, dari ayahnya: Seorang lelaki dari kalangan penduduk negeri Yaman, yang tangan dan kakinya telah buntung, datang kepada Abu Bakar Ash-Shiddiq. Lalu ia mengadu bahwa amil negeri Yaman telah berbuat aniaya terhadap dirinya. Lelaki itu melakukan kesalahan di malam hari, maka Abu Bakar berkata,;"Demi ayahmu, malam harimu bukanlah malam hari seorang pencuri (maksudnya kamu tidak pantas menjadi pencuri)."" Tetapi ternyata mereka (keluarga Abu Bakar) kehilangan sebuah perhiasan milik Asma binti Umais, istri Abu Bakar, lalu lelaki itu ikut berkeliling (mencari) bersama mereka (keluarga Abu Bakar) dan berkata, ""Ya Allah, semoga Engkau menemukan orang yang mencuri barang keluarga yang shaleh ini."" Ternyata mereka menemukan perhiasan itu di tempat seorang tukang emas, (dan ia mengaku) bahwa yang datang membawanya ialah lelaki yang buntung tangan dan kakinya. Lelaki buntung itu mengakui perbuatannya atau ada saksi yang memberatkannya. Maka Abu Bakar  memerintahkan agar dia dihukum, lalu tangan kirinya dipotong, dan Abu Bakar berkata, ""Demi Allah, sesungguhnya doanya terhadap dirinya lebih berat terasa olehku daripada perbuatan mencurinya.""783"
